Age,Income,SpendingScore
53,28260.938668611834,54.1091081585035
18,59516.95782695018,14.540223741130008
49,71553.91512117405,67.48526424649924
23,31828.690445026812,18.692993571889858
48,54352.03249230042,83.97937404642643
18,25937.00567023879,7.2277891638088745
67,65225.87191647933,95.4856871764129
68,57044.9328505903,15.74690646230141
54,56339.69635796259,16.39184887357557
52,24676.507809472892,7.9387876223216916
66,24577.990313366325,15.831734848585269
47,51943.815523683574,57.825376677068526
21,53819.820607018926,36.333488241823865
52,48891.783701955654,93.45015882546039
60,43009.88508323252,37.26638893635226
31,78202.59169828241,92.68799645378633
66,64763.46618853092,6.798173293378764
57,71398.11781006353,22.774057404332734
39,32707.298882027007,84.42512316106358
27,71833.51804378498,17.203634349908228
18,55710.57057180332,26.7650013065781
28,46917.84978270077,37.75052142333337
68,62886.71862836408,58.835648473671206
61,33888.767272525336,39.838800095230994
41,61111.70125017009,27.549136786772625
20,72909.44771324957,49.20747346802019
52,53261.32555877966,53.654049611713575
53,62853.908750033166,96.2786171862743
48,64314.09638772448,67.91950693650607
21,29042.662275931867,20.025151364596915
36,48828.19353275504,76.37169732526712
64,52593.142197444286,98.13303509717257
53,28473.4728479363,15.920799239616107
38,56155.177432701355,17.06292921686869
35,49194.1631059381,12.353417755455691
68,42777.79734635298,29.785385500050175
45,46583.40340982391,69.90144762895996
32,39452.19002297655,33.9449078033185
59,61762.675740172366,10.450204939596553
19,48600.07399831292,63.36028510562363
54,43029.71864090199,77.73868275126053
28,47266.68496669308,41.09910753804049
40,65182.61086869828,67.01487802246201
61,54544.19131103877,59.3140811410387
58,47746.038000139444,64.72075734585198
29,58251.85306982697,42.766331465035584
20,70242.96132619806,48.23284894010141
69,33394.01411875643,81.68001115437943
34,60476.92952209939,59.12507847072847
50,53124.5245026028,10.334522209367462
18,56913.8512302327,3.9555167497863644
56,61320.410016309484,51.61391018027384
37,74174.82447986446,54.921322541486695
64,16250.842015477865,81.80064069163714
60,78289.76300255593,73.31324539726606
69,75160.35073313923,23.31290892239768
58,66360.75209985896,79.56610717206397
31,72256.74671917426,63.2824467643466
48,33203.6212935868,24.093827273472865
42,37300.88041483351,52.07146592535744
20,48680.44534630035,24.76273826683545
21,47859.46403893143,72.45056421684227
48,48635.66030647258,30.88468854039341
52,64820.37883824897,50.177697937280925
61,26306.192078137155,89.92143190676371
31,70808.78299281071,98.74877707678516
66,37824.01745783051,95.83196675037813
58,37148.698814681324,77.27617326505309
26,56440.298466130866,14.484123216278546
37,37647.98641174813,47.32676286027781
49,30803.860143544174,96.8602661593278
26,52929.96534308335,35.94794960297156
44,38198.88387412277,16.790158310378978
20,38275.85409195148,19.93994301742361
21,57332.36438035395,55.385483884287844
62,68952.04632170586,3.148479344265114
32,36834.68247859592,77.25588260014287
50,63562.19408851689,39.8643333078187
22,56248.79876599702,23.11246328244862
21,43586.97734078454,29.868071263115645
63,50738.38174062249,80.51126394885532
29,74513.21181929618,4.6809330616821425
40,51646.724852546904,77.36076449844836
31,49308.69511121922,76.46739434341417
63,42534.66184858546,9.072580690054238
29,57721.79328999532,83.27260251859263
34,64875.05194366454,18.03217419559408
42,83809.9101506175,14.506804533026493
47,67480.46308203603,17.473718420967483
39,52584.28982923621,1.2730428841926729
64,63647.430537429726,53.8122122373379
43,75542.1291027763,37.52860930827114
34,40160.69605394463,15.182069825324675
37,53155.7549970668,87.0041291207982
51,49047.140631975264,51.113964974314285
58,33725.45022191997,35.52209881882228
50,50442.71719175904,53.73933727116734
54,29776.63861257191,81.11197830627087
24,59424.40296389106,17.922545792426344
39,71674.13414483139,86.70198433716126
49,64640.412047918195,58.959034787133014
31,49145.99108155527,61.937657558513145
25,35414.234453758996,59.265675081527746
42,27139.002743260302,22.910592802293653
33,57942.18436296792,19.289115338633785
59,58119.48337084844,48.25787927183892
36,32389.9835844783,36.27793073917233
58,39686.48070020257,24.84279855140045
33,69087.20483337865,58.545660298657104
29,60303.18241713538,85.76227445054938
56,74632.92763801049,56.132875849183264
65,41843.19578816144,90.74579971141839
47,58533.4714057044,71.96270580025352
19,40150.24428774617,90.1432904857284
49,62498.007254737844,20.969362013170592
62,15243.060387616351,59.14632336421013
42,55850.89091996924,36.11309717861305
42,61780.065290161365,74.62680557559935
21,33538.13501343345,45.53808717227458
36,53184.43110174961,41.80593454114619
65,51162.1216514174,15.15489947931916
21,43492.91601061939,36.10089299337849
60,48038.11128660235,67.11254108873177
30,49456.85004631666,51.36848429949412
56,19243.98735316964,52.394059599689704
53,61107.04521946854,65.16842136326137
40,48786.49288790162,28.307917654904834
23,38481.11573369549,22.85387987714816
41,66080.33549869084,96.80809939075823
61,55033.198037577706,14.645298919429035
50,59915.020964323834,9.018820287782471
29,24475.86613001174,70.66138422584284
58,46025.10683146665,65.0654068356986
38,30158.71907748473,37.72635194583105
28,54912.140373891685,8.601838320944948
61,51116.065512622874,28.673464394502606
55,50616.18943373921,7.160232428410114
46,68894.5580339077,98.9230092383373
65,63374.99972146958,69.84532797308998
58,57584.25660177147,43.75741691736236
20,39748.749904063516,92.0532673391238
45,36852.63402617592,56.97912941947529
37,49915.780070865425,71.4162222742818
43,71998.43516732441,51.1702046923296
41,39113.096959609655,82.82131722025322
69,24007.737659024817,98.26220284037505
64,60499.38926056625,41.80065821392469
38,50480.064212468234,15.582435486340367
47,53169.32425889048,40.78260727328201
21,51310.86706325878,79.97347984041481
53,59757.871047298846,1.018484679318404
57,40719.12371408744,95.50488342989749
27,51337.17153951975,66.58893297921213
27,53662.22936628918,31.754135977768783
59,37329.78932713215,49.49231567178347
41,36461.35749960548,27.143201624706244
21,62251.57550304652,44.15719714238104
64,60379.52808527411,64.18369090313143
44,31170.793482248708,67.73365161011334
68,68775.84426771323,32.95456102435435
62,36773.78462161688,3.2736577658241446
21,72349.91854802503,38.34223773040886
49,57366.49062806234,38.16242176446734
27,51353.508356000704,41.7904175027584
28,49221.837866382586,96.60682184417243
45,66913.81816078462,97.03960058630123
63,50600.52976360422,15.7226991527328
25,31490.238713466773,91.42982838628971
57,39046.29860990509,97.86750472212948
39,12843.538795890527,26.408103164876845
51,51294.56557184964,74.36136611935198
62,69228.78780386779,18.37003013880469
52,42944.12758981172,47.72459823761747
52,34656.4360613381,61.11325519793034
42,67460.03732545578,18.77925954099417
51,42088.81924228641,55.17122525862948
23,76840.64298624134,74.14429824389927
58,59286.89029654553,67.07435826994308
54,33521.86809484231,63.44390294481863
18,58814.418461826885,12.922791977974182
29,71502.17172169324,95.68256189312484
52,34434.79806467632,14.950787059711297
23,49821.379259254005,61.611562875483244
34,49335.75062055115,13.823608705734593
26,72492.77110630192,54.43063058522391
19,49847.52253055086,86.87592937314425
35,58059.550377088,63.39825772200454
66,47290.37549686591,90.95008194177363
53,44730.13928083404,66.19588242174514
45,45748.71442066817,46.08457023196302
58,60311.25603556009,47.21936450223718
54,49171.83311079174,21.952113610875827
66,56966.94592473219,95.43224178183058
43,68291.09225666508,31.78167346430825
21,41607.57617902355,40.59464208908658
57,38003.69530482376,3.949164808197577
53,49070.65378213778,39.41260496267762
68,57179.24325509867,12.55386993548887
48,58127.83256798861,19.951128500284458
47,45857.01164828557,79.16429224969488
67,50126.68439057385,47.74681637852274
51,56269.00625655858,83.93616890635579
36,39246.31353067013,32.962041645646465
35,74769.09297147635,38.93641393462315
47,61249.7923419387,83.38132433741544
38,70103.55852734519,7.695521729959785
20,28390.91744636701,82.22182274673052
23,20382.03172561958,21.333605804563696
55,27606.43317686043,65.83810783287493
30,43397.09968167825,53.75408007053591
62,48801.07299661655,79.13926343818761
20,34518.72921284009,76.8832894795023
65,61228.17217200379,57.96499688131061
45,88245.3724329095,58.488240567039334
39,41177.3008804429,73.70174171893959
57,59189.12562903307,61.44576129894336
57,47147.20242615179,56.340171986795724
29,83738.63660174349,50.271839958617115
40,70846.17373278545,95.79347075424131
48,42331.976413444325,22.902754687920822
35,44782.87898941358,44.27233032128045
24,53257.733857836145,42.45995206253516
25,27358.311523854798,59.06908412812445
36,54516.03950603715,68.69450980625574
46,55637.70479311667,23.054339358807432
61,39779.35797087942,56.623904074177645
37,60810.25354475707,92.1184907852025
67,75367.85755685758,24.200362232849773
59,48972.22399025566,11.969593140785175
47,43001.586599976974,28.644009042014282
64,58770.685412460436,55.72133288796185
39,61927.63046046228,45.79566682698433
27,55412.871938910685,44.598186765125284
43,42763.7968809903,65.76565790212145
68,44784.50796183671,91.73205447590252
50,31001.619845075536,19.400402614774563
45,38501.503153913305,35.50878978176168
27,53085.94526975724,39.1313363544143
46,40874.40686581726,16.18366436280113
61,45152.44972640449,89.15997071705512
35,25770.976111868786,93.31189827717235
59,56505.1776237451,99.92159201861637
18,46730.37042078751,24.483598255003507
40,65349.86694423203,8.103438345090504
34,47987.97090550343,15.688983752529628
60,50700.85737563772,82.26569931720658
54,41073.6770943086,93.03813984975596
48,20754.253089296413,36.2339095890084
42,42049.61127577733,96.28712092640023
21,34094.6673884722,79.89820769601405
69,36372.67686354627,35.99577907354678
26,49475.36884737689,85.24433860696136
45,28604.041156797568,64.45956428505086
47,30461.94494241605,45.20187469702152
64,32138.629181460772,45.74063273924578
41,47441.85769565871,96.24985699615269
50,62210.77662974488,30.009260810215768
37,42197.80572062981,67.2997883476184
26,79019.03061888568,80.61680839012226
25,49217.064253179684,39.15296178586147
41,34137.71516367316,46.96471129344636
31,47628.65028872484,64.58486559611029
35,46423.82723145439,59.19034139678621
18,54192.49856668171,73.58936131732735
29,79431.16645130902,85.70900562203981
46,68703.95916845069,54.63258849828171
54,52817.90484937648,95.98253966440129
43,69221.18319756642,28.83242344781415
50,70628.9677586222,7.608923066522513
60,71309.12723235147,39.05101949673924
32,41640.87672414599,96.44520133932018
40,74869.61788205907,76.62940308740923
46,56792.311946932,20.492306997908948
38,44473.50630146566,97.99085806825254
36,30698.90558636593,70.53931668504356
22,25482.180670368227,80.12435668091865
40,49845.85041070637,6.333041314572185
53,46159.48107050619,72.54308411643636
37,63770.604308306865,48.87900427241842
25,48091.154399251805,79.69770544817942
26,53265.06028637212,71.8897135186553
31,56486.504986604275,18.465457379946347
23,42264.039007731044,91.95328479751485
18,45535.95047536954,58.19293982231694
26,40194.4702505702,39.18688493558676
33,78031.35088822216,23.542933320166174
33,53561.14582477411,78.57038032700348
29,30200.663755356807,97.09953668697989
22,37827.671833412875,73.81651699010257
57,43257.511217059495,61.3764979038588
46,56160.856455986264,95.08328477638923
63,54696.17745050421,71.44558841473899
44,56465.61276805979,46.19079213625064
28,30283.56859985427,32.84373030293593
64,84819.3586929836,19.681831257926472
67,64492.65720657705,87.49439427358898
45,49451.47849963618,72.56603273131232
69,42029.50151806607,97.82981244419366
53,31372.265351782527,8.445134693791854
59,70426.48672406783,32.15768177202564
36,63344.510542216376,41.23979166226839
52,33766.091885960435,96.29169280759074
69,40691.20588934645,59.48787180000495
48,32437.59860939931,68.32829462085303
61,61622.94194207596,27.815374498881564
36,66407.26771598156,26.49134234603401
63,43067.91362035692,34.93439991053748
41,37749.87867485026,9.315697780537574
19,29080.770503987824,94.01204371703332
24,61736.62470541974,41.110944847356684
60,65659.26789052619,20.84966012271317
66,32449.574456255796,35.037589501964526
48,45421.754821093666,20.38311473104753
34,52640.75444435761,26.32808855527137
44,63853.363375978064,76.00200072540598
53,37285.78937815943,24.564182477853052
67,38250.804901341195,70.18549970123595
60,17397.595898743788,59.743186427994814
27,32625.68740969516,15.363206516730404
62,49731.11791747807,76.60715270162967
31,72352.17429249824,85.43437696881035
24,35053.34957547636,95.64275835054602
56,41877.450201263615,95.94093559284403
57,42454.831948453895,70.93070895146663
26,40297.4640153154,29.843109361871814
31,60779.115788021605,4.753255159534219
25,35634.477372987174,39.63281148924739
34,40384.86257800511,73.57953422769924
40,68990.6181939936,94.12322268639676
33,56435.67502510776,12.240495878446772
43,34854.79386986367,54.68195208273933
26,57709.19368211069,48.002598065830206
53,47018.52936986238,5.52710212890832
24,53584.035595172165,65.4170645926511
35,35711.36019442339,87.38538957157715
25,45594.184398611775,46.72340805766272
38,48628.07310918255,52.803306535115404
43,51675.35674760757,18.60119703680276
20,47371.159385844396,12.990730476808208
34,43857.97989999813,61.77093649702018
68,65375.78413031668,71.92460236121441
63,49374.04590823517,29.462833915302216
41,25269.301121179233,50.44560014620751
42,55321.36814717119,95.847879405154
22,34177.17178084163,4.299030727414708
54,63239.95201389701,24.345528230543287
62,65547.09146289386,11.202272113995601
67,52371.671865582175,82.37725082448644
41,60074.87273321793,99.23210200463788
48,72817.13053182134,16.813171656769782
43,59165.68504707242,75.43818940498933
38,35781.83720383834,29.45051851391341
51,64537.22267734821,33.545720460883075
55,57813.84751217962,93.05496135291713
41,56248.89437375388,71.5397905830749
45,43193.92170015313,81.39537585515139
47,59404.0942225732,46.02138232152002
51,58164.78916949782,33.399005152707254
69,62194.215291912915,14.692367886588034
69,67642.76582365503,62.912439795722655
40,32160.114296265492,68.3036722920047
25,65643.55567376297,93.10934548014116
59,58960.688331795514,13.390239875187248
67,62078.34638129518,73.96898416898469
27,76974.92293352152,55.10746161565744
18,42451.45849512283,46.27568057024111
37,55873.67765505249,75.53891961353283
54,65609.91725242266,61.120276008081866
35,37878.293086497986,11.172689925908578
38,66332.72640987692,42.49648342681148
66,25247.988310836383,99.57134916995281
21,27683.72945505092,76.98796718474438
60,63451.90503049783,76.49545743954953
19,78958.32137815513,92.2984074284257
38,43874.43976874555,73.20916135369019
54,59802.013277091304,84.95048431589461
22,68220.66649287296,40.70725799304247
34,44444.53404415471,40.61432123641627
66,48644.87979038054,95.74615071705553
65,52690.28854523522,75.99187037340512
28,46223.85018995981,47.660229839579955
63,50308.20775951818,49.470066403971835
58,59610.26425595972,2.6424844934019913
48,50023.89747813507,23.74362531022106
45,49489.30551606133,47.65891662164507
61,50534.64946273343,30.086075205805855
49,49868.46951184693,98.19979251043158
38,44483.583364651364,12.4366998113911
24,25292.528246222922,51.05024170212091
27,39584.30245075311,1.9813473012829763
45,43601.903408453014,27.979320339426994
65,63634.841568283206,23.218655878266578
53,72061.59363701883,60.903843194131134
37,48499.595370334595,88.83467561532092
30,43769.02888144546,57.077906222106485
36,19645.285945436975,64.76615192029519
67,61772.917207768536,28.71241482956948
28,40670.62037248252,31.577782390879783
52,82841.85110179342,50.401519036170455
51,68034.41221401472,57.28740668407415
61,74092.0210766719,55.086563145894225
21,41125.51133653386,26.744588310469396
30,33633.91070457786,15.451365655259341
54,38165.356584746005,37.46886403325181
19,38762.069101646186,78.62782866876975
67,54339.85217939317,60.0171689540311
18,49787.043141883674,19.005430940053962
57,36484.33747187897,24.088556257274384
42,63612.12494450656,90.51503051182836
54,44985.18124737877,40.222596892123136
53,44188.19024438348,85.51638861098768
23,50000.15593378632,97.76963864849237
24,53591.08785384524,36.428862625807305
21,52956.44037028061,2.27885059363349
52,58872.847109828166,73.05108630860958
58,37925.99409503782,49.05837539812151
51,33458.401427636236,88.8547598138149
46,38565.53234305051,17.75367994830329
22,53919.70842352318,25.08150747104937
44,38692.37858158304,47.69253184104974
50,41605.78560418365,14.441803211812875
63,34162.22305980228,36.67306584240022
69,55501.51796640397,2.5408087483630304
27,77028.55603317652,80.3762626477456
23,19511.89897556227,10.969704076636965
51,39159.9139270002,59.98993642097483
25,39188.28602968054,26.960899989355
48,57431.79318233055,3.9714821542503387
26,45637.88448747389,11.859820135646972
38,34493.13828674046,70.22230161952282
25,52678.23382142061,89.21516912112178
21,27870.125198946385,6.413097176435479
39,31230.566741792423,28.862227777136194
45,14485.868402171822,40.44473890131938
62,39931.438438223704,97.88957953097729
21,32196.236943344626,44.824126809262665
56,28436.201296598145,82.66122677632376
38,56077.25909496726,28.830867730626522
25,61436.78916850849,47.34880104521931
37,61759.828485545346,82.76030239124248
49,33819.784755246794,77.10051687969852
18,37405.05297300055,24.618036546544115
23,62067.57646342539,26.01903128978333
45,24880.098978915554,55.298825528106015
61,51016.88567688086,93.86348547497045
48,70147.68612700733,12.872865859622472
27,66006.46664685845,77.434136815211
37,50926.86510455442,74.02245393640897
25,41389.98923794849,85.226789076032
39,64148.490317055264,89.03083640764962
55,78769.50266592522,88.45912021426079
46,36608.70987645304,90.1906739617175
26,39143.93540963135,98.08977917585986
61,56825.279811949666,33.910524536937416
64,40901.73241508567,92.97212153898569
18,53669.2941648943,94.80847083661106
58,71337.27021621802,65.1700455744188
69,17272.985183745724,66.79448366305698
56,57616.77803643657,36.497296909969165
43,45578.37447447261,74.78508864998679
28,55552.88564296821,60.65353360798807
69,77949.2536796765,78.8455787408846
52,36228.753549571105,16.197846969743797
41,25867.50314762501,81.64467319019514
50,55106.41834533113,72.61478023228636
37,66044.17391270597,55.04858528884434
44,40203.74106574936,26.711934881140056
32,27110.221294084815,10.669746292754498
50,51082.9833472285,48.99849837375991
69,52276.65077890106,15.317534348379317
24,26485.306302567136,76.41554354963388
51,61832.87968862163,92.53133438435766
62,49959.45320073961,82.21180904895616
68,28814.752522160423,33.71543203750658
63,50240.67057209764,15.454430515012657
59,58428.77745867652,1.783412075670204
22,10546.286156599446,66.7021550518492
47,43638.94615314202,19.573595841869366
45,82362.9672414547,71.93887809231632
35,70881.66856667372,57.967848635471285
53,59284.07329558275,47.531730811683126
20,70564.22757360035,76.98638492031245
38,25225.904641437468,98.12555607109574
63,76382.08515693583,13.730820348166194
33,46390.12382030046,55.50135011923394
54,65165.616225140715,32.00906564620762
59,50942.43484010766,3.7675826427149444
22,55505.28598524874,3.9052804250302624
67,57262.31372801089,58.184578454388294
68,59221.63074159779,9.208628877162457
31,59739.31571331877,5.348897965951158
48,74755.21304809573,18.114974839143684
63,57606.70085254242,46.52660333622719
41,70866.47830400841,50.5759982884609
52,47041.39724376024,91.61138545421458
53,58943.23978360585,42.54724924215251
27,55945.96822967124,11.670102594730196
44,62715.95116748769,23.86067652299196
44,49403.19064469975,94.59545993668914
40,23137.811046651863,59.92005178051756
30,22704.984797791487,36.17891899914827
33,17773.56532644193,89.37844027404843
52,84249.30022287462,30.75684640768018
44,55896.782935397234,88.22837531026669
69,77916.2987173129,12.992239530128144
56,80002.10409826048,93.88470636571685
64,57596.90168919612,93.83094938617008
34,39140.18257440688,35.18171506771129
65,50555.308820744285,2.7373272605893515
58,41001.45613165129,35.95110198829718
18,63116.00728369428,18.90029050823486
28,54005.16805436363,27.340643042929614
29,61310.100544918765,62.94260484964514
31,38542.03884069292,44.86672037884714
25,66125.732286694,73.89495651981746
48,56462.31114162146,64.06666680840758
24,35327.50332554919,30.75516334745594
63,37973.21047057638,33.063777314674105
48,21914.209107770304,80.01649425849303
33,32509.169002496565,53.68414177401303
59,50307.23706113543,13.61067868714364
56,33933.84852984974,59.08558858616516
61,45250.731673531394,14.659914935371308
36,33874.9064903815,87.00210834608623
25,36414.13948150506,13.797749298206513
46,52427.93028177194,67.27140386924582
19,73241.2568587616,89.78422679475676
59,42059.44293256,10.714229019641131
20,71623.88889290615,53.492985811595
68,52394.570967786465,95.85099649483125
46,45079.00131012882,28.51633510238388
32,32823.44898168407,28.82572605482214
55,53440.796181067395,47.53518761615566
45,72175.12938026793,94.82262607880264
54,67951.59953501233,80.30035552368622
49,49057.490958929404,27.847377618419355
47,59956.43732090287,23.926950278564465
68,63462.18789120407,20.663058258360298
64,50411.51798319091,43.54282446216771
47,37623.03587793307,80.98266213238726
68,36736.85521883599,16.07791839089481
51,47203.62975695583,62.088908247120806
30,59504.05732126779,47.75674824266632
50,39654.74856125228,64.98576017883555
59,67545.92924293764,40.94503461955924
34,39565.842347389655,76.22239890762076
20,34616.15734973203,32.77974520882305
26,27044.22908620794,72.49457193629684
69,50574.74017827752,96.00617965343659
28,45139.06877551913,58.34493338733563
66,52630.16408876966,63.8215061196562
44,81903.53524673333,52.955318776099375
45,72189.11313673167,49.10908732053221
19,46339.78144986085,17.686135132823306
18,48518.90870336983,69.06734679878076
23,38934.15036990174,61.0110145174362
42,50312.3090184021,55.73569028770116
52,42810.540063951536,31.336270890987137
33,45760.87788589105,40.05464939893927
21,36582.97587488547,43.88619172870104
64,40567.10265169063,66.0910245333252
55,39898.03406089633,72.86346904909732
61,64811.26270465212,31.982392253902695
37,53595.240070989326,61.8589131571257
42,51106.87986333405,37.66705260046932
24,60384.94905935545,49.035955632247514
38,61910.82631162503,9.109832517473754
24,25915.97982203208,58.28908481185567
46,69929.53257562376,89.74776980359732
69,32816.373215000836,95.38712930383149
24,54243.769277996325,34.12887798586425
20,48449.130154166916,17.842483962477537
46,43315.7604119683,97.68741899720787
46,46996.611045485915,79.87379519267574
56,47008.61144533368,30.024468766059222
55,30256.383122519645,1.4445143533276388
23,48767.351366326555,27.156222158193103
63,55048.01353088474,95.53958142455372
27,29837.160459702485,47.95241250611815
54,76500.71353875683,30.13708737388757
31,44783.2809392803,34.89687886981437
39,21503.539802338102,23.690486661972425
49,44535.65826642855,56.96513617523809
35,45670.446380345165,22.499539349091954
53,83861.34810272211,69.89326371873382
63,48165.0064966264,47.8035481674672
69,53159.21979817031,16.74197093353017
26,38432.34367458733,98.85222781640225
43,72375.36384665432,40.375246548854406
39,42467.9246918192,39.554527083213046
63,55221.84618200143,44.84249143742533
55,34813.115773163794,22.53953868170114
40,69615.58283444494,96.31990354424848
34,43669.641919629525,43.02540645869638
43,31842.61134404585,59.03017597899664
64,49112.17195544609,34.582861020277775
55,69999.90798220516,48.575211662148284
19,51687.42563896442,90.50495175993296
23,56089.94112776237,17.59373811802892
24,67617.28438549177,79.54675711431008
30,54815.03495809475,46.75150417298568
44,43391.052844635524,26.437177331910046
28,23588.353604014617,68.96050623350438
32,64226.846406414596,25.188924927886713
26,61319.7841074651,16.184070312130835
25,50048.12087535738,33.68545864613826
63,36544.122882719224,29.99541008114627
23,44635.79034120578,73.3066066070252
65,40972.39520567936,76.83446949222737
60,61133.17387730726,11.477350440620118
21,61967.68202434891,77.02013529671957
28,38123.03839327296,26.400271173185416
68,47258.05040080384,23.42906468841283
45,52923.44234724618,70.86948401080787
43,56479.85481110575,87.50147860914386
21,60076.42795784942,61.11691337924956
32,59614.344820883955,93.97392000157951
36,43728.69075871107,66.87721666609023
23,67234.41165662449,85.60990125950023
22,49224.27433579034,52.54159682464889
35,61090.11222060796,88.6863415289544
23,51158.67782713714,12.399646852512031
48,27496.480664988117,39.25370304178232
42,29386.42155425069,29.65163639422035
21,66437.51673884888,15.774348860465661
23,48416.363859020625,15.791978058804277
58,35564.49083913259,44.843565181554865
54,73406.80015667918,44.80111781638736
67,48947.77448451941,91.16046288635971
42,53195.29530877694,94.16793893519693
51,41983.60397504435,2.8885830594594153
36,56632.59661414648,26.654337759469193
51,37109.05199617309,1.8361677790958169
32,64320.415623140594,88.25984990289189
67,43442.601976168546,53.67890959909268
25,26749.540334605168,16.95232149292943
61,46190.68467940474,83.21683709714927
64,35899.868642593545,8.102391299192501
66,55154.62823390625,85.50885761801374
51,42422.243493490896,2.5997227991432488
35,31384.318936664582,46.0341449931114
47,43918.88821240136,36.042715533049325
30,49956.6320060867,65.25086766302186
64,9582.72405957379,55.471385730099534
50,20556.881438931374,36.02681684719652
52,22904.50130301381,98.61980633749855
69,40920.550549277315,43.505035755773385
41,51716.15344782434,48.98490005292513
43,54723.83832184176,63.252235447563
64,51206.16203642352,10.816904541426567
68,72245.6522686136,88.26062592573781
61,29301.916844666284,57.03425937325334
59,28487.704095432156,67.89323205066407
64,55343.09702724462,92.3413255045565
18,24217.40423003813,64.59175956687969
30,61819.56107113903,8.101716956830451
27,60467.26481824871,9.274275132386876
36,71909.02246248629,57.25489536347623
22,40539.1797529279,12.549856437533823
25,26381.3877339527,5.245563716397807
21,35835.837430979416,38.98253674562877
66,60518.51032921331,97.83312974451496
30,40841.32167608601,55.421314638353316
55,62738.40600619838,88.59637746817623
63,26490.460496686766,45.83270238389818
66,77665.43010165842,93.134890248683
63,37414.01855672025,3.9615399228785257
36,43986.35815435237,72.22556099253677
